#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2gf3a1c.3.1.2       -            282 d2ivda1c.3.1.2.aln   -            354   7.7e-41  135.6   0.0   1   1   2.8e-42   9.3e-41  135.3   0.0     3   340     1   275     1   282 0.97 -
d2voua1c.3.1.2       -            266 d2ivda1c.3.1.2.aln   -            354   7.5e-36  119.2   0.7   1   1   1.3e-35   4.4e-34  113.4   0.7     3   337     2   261     1   266 0.98 -
d3c96a1c.3.1.2       -            289 d2ivda1c.3.1.2.aln   -            354   4.1e-35  116.8   0.7   1   1   2.5e-36   8.1e-35  115.8   0.7     5   346     1   287     1   289 0.98 -
d2ivda1c.3.1.2       -            348 d2ivda1c.3.1.2.aln   -            354   3.7e-07   24.8   0.4   1   1   1.6e-08   5.4e-07   24.3   0.4     8    64     3    62     2    98 0.83 -
d1v59a2c.3.1.5       -            122 d2ivda1c.3.1.2.aln   -            354   1.1e-05   19.9   0.3   1   1   8.6e-07   2.8e-05   18.6   0.3     5    41    23    59    22   121 0.69 -
d1nhpa2c.3.1.5       -            123 d2ivda1c.3.1.2.aln   -            354   1.5e-05   19.5   0.3   1   1   6.8e-07   2.2e-05   19.0   0.3     8    35    33    60    29    67 0.91 -
d2gv8a1c.3.1.5       -            336 d2ivda1c.3.1.2.aln   -            354   3.3e-05   18.4   0.0   1   1   1.6e-06   5.2e-05   17.8   0.0     6    42     5    43     2    57 0.86 -
d1v59a1c.3.1.5       -            234 d2ivda1c.3.1.2.aln   -            354   6.5e-05   17.5   0.1   1   1   2.7e-06   8.9e-05   17.0   0.1     7    41     7    41     3   100 0.80 -
d1w4xa1c.3.1.5       -            299 d2ivda1c.3.1.2.aln   -            354   0.00036   15.0   0.0   1   1   1.6e-05   0.00052   14.5   0.0     6    42     8    44     5    55 0.88 -
d1fl2a1c.3.1.5       -            185 d2ivda1c.3.1.2.aln   -            354   0.00054   14.4   1.5   1   1   2.6e-05   0.00086   13.8   1.5     5    29     1    25     1    30 0.90 -
d1xhca2c.3.1.5       -            122 d2ivda1c.3.1.2.aln   -            354    0.0074   10.7   0.4   1   1   0.00033     0.011   10.2   0.4     6    37    33    64    28    66 0.88 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d2ivda1c.3.1.2.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d2ivda1c.3.1.2.out -E 1 hmmModels95/d2ivda1c.3.1.2.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:54:29 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2vnud3b.40.4.5      -            148 d2ix0a1b.40.4.5.aln  -            104   3.8e-39  129.2   0.0   1   1   1.2e-40   4.9e-39  128.8   0.0     1   104     6   113     6   113 0.99 -
d1d7qa_b.40.4.5      -            143 d2ix0a1b.40.4.5.aln  -            104   4.1e-28   93.7   0.8   1   2       8.6   3.6e+02   -2.5   0.1    48    62     8    22     5    26 0.53 -
d1d7qa_b.40.4.5      -            143 d2ix0a1b.40.4.5.aln  -            104   4.1e-28   93.7   0.8   2   2   1.2e-29     5e-28   93.5   0.1     1   104    30   137    30   137 0.99 -
d2uubl1b.40.4.5      -            118 d2ix0a1b.40.4.5.aln  -            104   5.6e-24   80.4   1.5   1   1   1.9e-25     8e-24   80.0   1.5     1   102    20   118    20   118 0.97 -
d2nn6i1b.40.4.5      -            125 d2ix0a1b.40.4.5.aln  -            104     8e-23   76.7   0.0   1   1   2.2e-24   9.1e-23   76.6   0.0     8   104     1   101     1   101 0.98 -
d1rl2a2b.40.4.5      -             66 d2ix0a1b.40.4.5.aln  -            104     6e-14   48.2   0.4   1   1   1.5e-15   6.3e-14   48.2   0.4    32    94     3    65     1    66 0.93 -
d2uubq1b.40.4.5      -            100 d2ix0a1b.40.4.5.aln  -            104   9.9e-13   44.3   1.8   1   1   2.5e-14     1e-12   44.2   1.8    12   100     4    91     1    95 0.93 -
d1wi5a_b.40.4.5      -            119 d2ix0a1b.40.4.5.aln  -            104   1.1e-12   44.2   0.0   1   1   2.9e-14   1.2e-12   44.0   0.0     5   104    12   115     8   115 0.95 -
d1kl9a2b.40.4.5      -             86 d2ix0a1b.40.4.5.aln  -            104   8.6e-10   34.9   0.4   1   1   2.3e-11   9.7e-10   34.7   0.4     5    90     4    85     2    86 0.94 -
d3bzka4b.40.4.5      -             94 d2ix0a1b.40.4.5.aln  -            104   9.6e-09   31.5   0.6   1   1   2.8e-10   1.2e-08   31.2   0.6     1    93     5    91     5    93 0.93 -
d1jt8a_b.40.4.5      -            102 d2ix0a1b.40.4.5.aln  -            104   5.2e-08   29.1   0.3   1   1   1.3e-09   5.6e-08   29.0   0.3     2    94     4   100     3   102 0.94 -
d2je6i1b.40.4.5      -             87 d2ix0a1b.40.4.5.aln  -            104   2.8e-07   26.8   1.2   1   1   7.8e-09   3.2e-07   26.6   1.2     8    96     1    86     1    87 0.88 -
d1luza_b.40.4.5      -             85 d2ix0a1b.40.4.5.aln  -            104   4.3e-07   26.2   0.3   1   1   1.2e-08   5.1e-07   26.0   0.3    11    94     5    83     2    85 0.90 -
d2nn6h1b.40.4.5      -             95 d2ix0a1b.40.4.5.aln  -            104   1.5e-06   24.4   0.0   1   1   4.7e-08   1.9e-06   24.1   0.0     7    88     1    86     1    93 0.91 -
d1y14b1b.40.4.5      -             91 d2ix0a1b.40.4.5.aln  -            104     2e-06   24.0   0.0   1   1   5.4e-08   2.2e-06   23.9   0.0    12   100     1    87     1    90 0.91 -
d1go3e1b.40.4.5      -            106 d2ix0a1b.40.4.5.aln  -            104   2.2e-06   23.9   0.2   1   1   5.7e-08   2.4e-06   23.8   0.2    16   103     9    96     1    97 0.92 -
d2ja9a1b.40.4.5      -             90 d2ix0a1b.40.4.5.aln  -            104   2.2e-05   20.7   0.0   1   1   6.8e-07   2.8e-05   20.3   0.0     9    94     2    81     1    87 0.91 -
d1jjga_b.40.4.5      -            102 d2ix0a1b.40.4.5.aln  -            104   0.00028   17.1   0.4   1   1   7.4e-06   0.00031   17.0   0.4     3    94     3    98     1   102 0.83 -
d1e3pa2b.40.4.5      -             62 d2ix0a1b.40.4.5.aln  -            104   0.00035   16.9   0.2   1   1   8.6e-06   0.00036   16.8   0.2    21    80     2    59     1    62 0.92 -
d3i4oa_b.40.4.5      -             68 d2ix0a1b.40.4.5.aln  -            104    0.0021   14.3   0.2   1   1   5.2e-05    0.0021   14.3   0.2    12    73     4    64     1    68 0.90 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d2ix0a1b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d2ix0a1b.40.4.5.out -E 1 hmmModels95/d2ix0a1b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:54:29 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2vnud3b.40.4.5      -            148 d2ix0a2b.40.4.5.aln  -             96   6.4e-27   89.6   0.0   1   1   2.4e-28     8e-27   89.3   0.0     1    96    40   139    40   139 0.99 -
d2nn6i1b.40.4.5      -            125 d2ix0a2b.40.4.5.aln  -             96   9.6e-27   89.0   0.0   1   1   3.4e-28   1.1e-26   88.8   0.0     2    96     1    99     1    99 0.98 -
d2uubl1b.40.4.5      -            118 d2ix0a2b.40.4.5.aln  -             96     5e-22   73.9   2.3   1   1     2e-23   6.6e-22   73.6   2.3     1    96    18   110    18   110 0.98 -
d1d7qa_b.40.4.5      -            143 d2ix0a2b.40.4.5.aln  -             96   8.5e-21   70.0   0.0   1   1   4.1e-22   1.3e-20   69.4   0.0     2    96    31   129    30   129 0.98 -
d2uubq1b.40.4.5      -            100 d2ix0a2b.40.4.5.aln  -             96   1.7e-16   56.2   2.3   1   1   5.8e-18   1.9e-16   56.1   2.3     7    93     3    87     1    90 0.95 -
d1rl2a2b.40.4.5      -             66 d2ix0a2b.40.4.5.aln  -             96   1.1e-11   40.8   0.3   1   1   3.6e-13   1.2e-11   40.7   0.3    25    92     1    66     1    66 0.95 -
d3bzka4b.40.4.5      -             94 d2ix0a2b.40.4.5.aln  -             96   1.5e-10   37.2   0.6   1   1     5e-12   1.6e-10   37.1   0.6     4    89    14    93    11    94 0.93 -
d1kl9a2b.40.4.5      -             86 d2ix0a2b.40.4.5.aln  -             96   3.1e-10   36.2   0.9   1   1     1e-11   3.3e-10   36.1   0.9     4    85     9    86     6    86 0.94 -
d2je6i1b.40.4.5      -             87 d2ix0a2b.40.4.5.aln  -             96   2.3e-09   33.4   1.1   1   1   7.7e-11   2.5e-09   33.3   1.1     4    89     3    85     1    87 0.89 -
d2nn6h1b.40.4.5      -             95 d2ix0a2b.40.4.5.aln  -             96   2.9e-08   29.9   0.0   1   1   1.1e-09   3.7e-08   29.5   0.0     4    84     4    88     2    93 0.93 -
d1wi5a_b.40.4.5      -            119 d2ix0a2b.40.4.5.aln  -             96   3.5e-08   29.6   0.0   1   1   1.2e-09     4e-08   29.4   0.0     1    95     6   104     6   105 0.96 -
d1luza_b.40.4.5      -             85 d2ix0a2b.40.4.5.aln  -             96   8.6e-08   28.4   0.4   1   1   3.3e-09   1.1e-07   28.1   0.4     6    89     6    84     2    85 0.92 -
d1c9oa_b.40.4.5      -             66 d2ix0a2b.40.4.5.aln  -             96   6.2e-07   25.6   0.0   1   1   2.1e-08   7.1e-07   25.4   0.0    15    83     2    63     1    65 0.88 -
d1go3e1b.40.4.5      -            106 d2ix0a2b.40.4.5.aln  -             96   1.5e-06   24.4   0.6   1   1   5.3e-08   1.7e-06   24.2   0.6    12    85    11    84     4    94 0.88 -
d2ja9a1b.40.4.5      -             90 d2ix0a2b.40.4.5.aln  -             96   1.9e-06   24.1   0.0   1   1   6.9e-08   2.3e-06   23.8   0.0     2    89     1    82     1    88 0.90 -
d1jt8a_b.40.4.5      -            102 d2ix0a2b.40.4.5.aln  -             96   1.7e-05   21.0   0.6   1   1   5.5e-07   1.8e-05   20.9   0.6     3    91     4    91     2    96 0.88 -
d2asba1b.40.4.5      -             76 d2ix0a2b.40.4.5.aln  -             96     4e-05   19.8   0.3   1   1   1.4e-06   4.5e-05   19.7   0.3     4    83     3    74     1    76 0.77 -
d1smxa_b.40.4.5      -             87 d2ix0a2b.40.4.5.aln  -             96   4.4e-05   19.7   0.0   1   1   1.3e-06   4.4e-05   19.7   0.0    42    88    33    85     5    87 0.88 -
d3i4oa_b.40.4.5      -             68 d2ix0a2b.40.4.5.aln  -             96   0.00011   18.4   0.2   1   1   3.4e-06   0.00011   18.4   0.2     8    71     4    65     1    68 0.95 -
d1jjga_b.40.4.5      -            102 d2ix0a2b.40.4.5.aln  -             96   0.00059   16.1   0.6   1   1     2e-05   0.00065   15.9   0.6     3    93     5    99     3   102 0.95 -
d1x6oa2b.40.4.5      -             79 d2ix0a2b.40.4.5.aln  -             96    0.0012   15.1   0.0   1   1   6.3e-05    0.0021   14.3   0.0     2    84     2    77     1    79 0.83 -
d1e3pa2b.40.4.5      -             62 d2ix0a2b.40.4.5.aln  -             96    0.0016   14.7   0.1   1   1     5e-05    0.0017   14.6   0.1    15    75     2    60     1    62 0.92 -
d1ne3a_b.40.4.5      -             68 d2ix0a2b.40.4.5.aln  -             96    0.0024   14.1   0.1   1   1   7.3e-05    0.0024   14.1   0.1     9    65     5    59     1    67 0.88 -
d1wfqa_b.40.4.5      -             89 d2ix0a2b.40.4.5.aln  -             96    0.0028   13.9   0.0   1   1   9.8e-05    0.0032   13.7   0.0    56    89    53    86    36    89 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d2ix0a2b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d2ix0a2b.40.4.5.out -E 1 hmmModels95/d2ix0a2b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:54:29 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2nn6i1b.40.4.5      -            125 d2ix0a3b.40.4.5.aln  -             93     1e-28   94.9   0.0   1   1     3e-30   1.2e-28   94.7   0.0     3    93     1    97     1    97 0.99 -
d2uubl1b.40.4.5      -            118 d2ix0a3b.40.4.5.aln  -             93     1e-20   69.4   3.2   1   1   2.5e-22     1e-20   69.4   3.2     2    93    25   116    24   116 0.98 -
d2vnud3b.40.4.5      -            148 d2ix0a3b.40.4.5.aln  -             93   7.8e-20   66.6   0.0   1   1   2.4e-21     1e-19   66.2   0.0     2    93    39   136    38   136 0.98 -
d1d7qa_b.40.4.5      -            143 d2ix0a3b.40.4.5.aln  -             93   1.6e-15   52.8   0.0   1   1   6.7e-17   2.8e-15   52.1   0.0     1    92    29   126    29   127 0.98 -
d1rl2a2b.40.4.5      -             66 d2ix0a3b.40.4.5.aln  -             93   2.2e-12   42.8   0.3   1   1   5.6e-14   2.3e-12   42.7   0.3    23    87     2    65     1    66 0.96 -
d3bzka4b.40.4.5      -             94 d2ix0a3b.40.4.5.aln  -             93   4.8e-12   41.7   0.5   1   1   1.3e-13   5.6e-12   41.5   0.5     9    86    18    91    11    94 0.91 -
d1wi5a_b.40.4.5      -            119 d2ix0a3b.40.4.5.aln  -             93   1.2e-10   37.3   0.0   1   1   3.3e-12   1.4e-10   37.1   0.0    11    90    21   100    11   103 0.89 -
d1jt8a_b.40.4.5      -            102 d2ix0a3b.40.4.5.aln  -             93   3.9e-10   35.6   0.4   1   1     1e-11   4.2e-10   35.5   0.4     3    88     3    89     1    94 0.94 -
d2nn6h1b.40.4.5      -             95 d2ix0a3b.40.4.5.aln  -             93   1.2e-08   30.9   0.0   1   1     3e-10   1.3e-08   30.8   0.0     3    88     2    93     1    95 0.95 -
d2uubq1b.40.4.5      -            100 d2ix0a3b.40.4.5.aln  -             93   1.2e-08   30.8   2.8   1   1   3.3e-10   1.4e-08   30.7   2.8     4    88     3    86     1    91 0.94 -
d1go3e1b.40.4.5      -            106 d2ix0a3b.40.4.5.aln  -             93   2.2e-08   30.0   0.6   1   1   6.3e-10   2.6e-08   29.8   0.6    10    90    10    90     2    93 0.92 -
d2je6i1b.40.4.5      -             87 d2ix0a3b.40.4.5.aln  -             93   6.2e-08   28.6   1.0   1   1   1.6e-09   6.8e-08   28.5   1.0     4    89     2    86     1    87 0.94 -
d1kl9a2b.40.4.5      -             86 d2ix0a3b.40.4.5.aln  -             93   6.6e-08   28.5   0.6   1   1   1.7e-09   6.9e-08   28.5   0.6     4    83     6    85     3    86 0.94 -
d1c9oa_b.40.4.5      -             66 d2ix0a3b.40.4.5.aln  -             93   1.2e-07   27.7   0.0   1   1     3e-09   1.2e-07   27.7   0.0    12    84     4    65     1    66 0.93 -
d1e3pa2b.40.4.5      -             62 d2ix0a3b.40.4.5.aln  -             93   4.4e-05   19.5   0.1   1   1   1.1e-06   4.5e-05   19.5   0.1    17    75     3    61     1    62 0.93 -
d1wfqa_b.40.4.5      -             89 d2ix0a3b.40.4.5.aln  -             93   0.00024   17.2   0.0   1   1   6.9e-06   0.00029   16.9   0.0    34    89    34    87    28    89 0.85 -
d1luza_b.40.4.5      -             85 d2ix0a3b.40.4.5.aln  -             93   0.00025   17.1   0.7   1   1   6.6e-06   0.00027   17.0   0.7    24    87    20    83     7    85 0.79 -
d2ja9a1b.40.4.5      -             90 d2ix0a3b.40.4.5.aln  -             93    0.0018   14.4   0.0   1   1   4.8e-05     0.002   14.2   0.0    33    89    27    83     1    87 0.81 -
d3doua_c.66.1.0      -            181 d2ix0a3b.40.4.5.aln  -             93    0.0037   13.4   0.2   1   1   0.00019     0.008   12.3   0.2    29    81    90   135    77   137 0.77 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d2ix0a3b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d2ix0a3b.40.4.5.out -E 1 hmmModels95/d2ix0a3b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:54:29 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2v8qe2d.37.1.1      -            159 d2j9la1d.37.1.1.aln  -            138     9e-39  128.0   0.0   1   1   2.6e-40   1.2e-38  127.6   0.0     1   137    13   159    13   159 0.99 -
d2nyca1d.37.1.1      -            140 d2j9la1d.37.1.1.aln  -            138   1.4e-38  127.4   0.2   1   1   3.5e-40   1.5e-38  127.3   0.2     4   132    10   138     7   140 0.98 -
d1pvma4d.37.1.1      -            142 d2j9la1d.37.1.1.aln  -            138   1.4e-35  117.6   0.8   1   1   3.6e-37   1.6e-35  117.5   0.8     1   137     1   131     1   132 0.98 -
d2yzqa1d.37.1.1      -            156 d2j9la1d.37.1.1.aln  -            138   5.6e-32  106.0   0.1   1   1   1.6e-33   7.1e-32  105.7   0.1     3   135     4   150     2   153 0.98 -
d2yzqa2d.37.1.1      -            122 d2j9la1d.37.1.1.aln  -            138   4.9e-29   96.5   2.2   1   1   1.3e-30   5.9e-29   96.2   2.2     3   134     1   119     1   122 0.94 -
d1o50a3d.37.1.1      -            145 d2j9la1d.37.1.1.aln  -            138   7.4e-29   95.9   1.9   1   1   1.9e-30   8.2e-29   95.7   1.9     2   136     3   144     2   145 0.98 -
d1y5ha3d.37.1.1      -            123 d2j9la1d.37.1.1.aln  -            138   1.4e-26   88.5   0.0   1   1   3.4e-28   1.5e-26   88.4   0.0     6   131     4   122     1   123 0.94 -
d2ouxa2d.37.1.1      -            127 d2j9la1d.37.1.1.aln  -            138   5.2e-26   86.7   6.0   1   1   1.3e-27   5.6e-26   86.6   6.0    14   135     4   125     1   127 0.97 -
d2d4za3d.37.1.1      -            161 d2j9la1d.37.1.1.aln  -            138   8.4e-26   86.0   0.0   1   1   2.1e-27   9.4e-26   85.8   0.0     2   137    10   156     9   157 0.98 -
d3ddja1d.37.1.1      -            141 d2j9la1d.37.1.1.aln  -            138   1.8e-25   84.9   6.4   1   1   4.4e-27     2e-25   84.8   6.4     4   134     3   132     1   136 0.97 -
d3ddja2d.37.1.1      -            135 d2j9la1d.37.1.1.aln  -            138   8.2e-25   82.8   0.1   1   1     2e-26   8.9e-25   82.7   0.1     3   135     1   134     1   135 0.97 -
d1zfja4d.37.1.1      -            126 d2j9la1d.37.1.1.aln  -            138   1.1e-23   79.1   0.2   1   1   2.9e-25   1.3e-23   78.9   0.2     9   133     3   118     1   123 0.88 -
d1vr9a3d.37.1.1      -            121 d2j9la1d.37.1.1.aln  -            138   7.9e-23   76.4   0.1   1   1     2e-24   8.6e-23   76.2   0.1    17   135     2   120     1   121 0.98 -
d2rc3a1d.37.1.1      -            127 d2j9la1d.37.1.1.aln  -            138   4.8e-21   70.6   1.7   1   1   6.2e-22   2.7e-20   68.1   1.7     2   131     1   125     1   127 0.90 -
d2yzia1d.37.1.1      -            132 d2j9la1d.37.1.1.aln  -            138   8.9e-21   69.7   1.5   1   1   5.6e-21   2.5e-19   65.0   1.5     8   137    10   131     8   132 0.93 -
d2riha_d.37.1.1      -            131 d2j9la1d.37.1.1.aln  -            138   3.1e-20   67.9   1.3   1   1   1.4e-21     6e-20   67.0   1.3     6   135     4   126     1   129 0.83 -
d1pbja3d.37.1.1      -            120 d2j9la1d.37.1.1.aln  -            138   4.2e-19   64.3   6.8   1   1     1e-20   4.6e-19   64.2   6.8    11   130     4   118     1   120 0.94 -
d2j9la1d.37.1.1      -            169 d2j9la1d.37.1.1.aln  -            138   3.5e-07   25.7   1.2   1   1   2.9e-07   1.3e-05   20.6   1.2    19   134    25   158    19   162 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d2j9la1d.37.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d2j9la1d.37.1.1.out -E 1 hmmModels95/d2j9la1d.37.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:54:29 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2vnud3b.40.4.5      -            148 d2ja9a1b.40.4.5.aln  -             92   2.3e-24   81.1   0.0   1   1     7e-26   2.9e-24   80.8   0.0     1    92    39   134    39   134 0.99 -
d1d7qa_b.40.4.5      -            143 d2ja9a1b.40.4.5.aln  -             92   1.2e-22   75.6   0.1   1   1   4.2e-24   1.8e-22   75.1   0.1     1    91    19   113    19   114 0.98 -
d2nn6i1b.40.4.5      -            125 d2ja9a1b.40.4.5.aln  -             92   1.2e-20   69.2   0.0   1   1   3.5e-22   1.4e-20   69.0   0.0     3    91     1    93     1    94 0.97 -
d2uubl1b.40.4.5      -            118 d2ja9a1b.40.4.5.aln  -             92   1.5e-17   59.3   1.3   1   1   5.9e-19   2.4e-17   58.7   1.3     1    91    21   108    21   109 0.98 -
d2uubq1b.40.4.5      -            100 d2ja9a1b.40.4.5.aln  -             92   1.2e-13   46.9   1.8   1   1   3.3e-15   1.4e-13   46.7   1.8    13    90     3    80     1    82 0.95 -
d1wi5a_b.40.4.5      -            119 d2ja9a1b.40.4.5.aln  -             92   2.5e-12   42.7   0.0   1   1   6.7e-14   2.8e-12   42.6   0.0     3    89    15   101    13   104 0.94 -
d1rl2a2b.40.4.5      -             66 d2ja9a1b.40.4.5.aln  -             92   7.9e-12   41.1   0.3   1   1     2e-13   8.4e-12   41.0   0.3    25    90     2    65     1    66 0.97 -
d3bzka4b.40.4.5      -             94 d2ja9a1b.40.4.5.aln  -             92   1.1e-11   40.6   0.8   1   1   3.1e-13   1.3e-11   40.5   0.8     4    87    13    90    10    93 0.91 -
d1kl9a2b.40.4.5      -             86 d2ja9a1b.40.4.5.aln  -             92   1.6e-10   36.9   0.6   1   1   4.1e-12   1.7e-10   36.9   0.6     5    85     9    85     5    86 0.95 -
d1go3e1b.40.4.5      -            106 d2ja9a1b.40.4.5.aln  -             92   3.7e-10   35.8   0.8   1   1   1.1e-11   4.4e-10   35.5   0.8     9    90     7    88     2    90 0.94 -
d1jt8a_b.40.4.5      -            102 d2ja9a1b.40.4.5.aln  -             92   8.9e-08   28.2   1.2   1   1   2.7e-09   1.1e-07   27.9   1.2     6    86    13    97     8   100 0.91 -
d1c9oa_b.40.4.5      -             66 d2ja9a1b.40.4.5.aln  -             92   1.3e-06   24.5   0.0   1   1   3.2e-08   1.3e-06   24.5   0.0    13    82     3    65     1    66 0.93 -
d2je6i1b.40.4.5      -             87 d2ja9a1b.40.4.5.aln  -             92   2.6e-06   23.6   1.2   1   1   6.9e-08   2.8e-06   23.4   1.2     4    81     2    76     1    86 0.89 -
d1luza_b.40.4.5      -             85 d2ja9a1b.40.4.5.aln  -             92     3e-06   23.3   0.3   1   1   7.7e-08   3.2e-06   23.2   0.3     5    90     3    84     1    85 0.93 -
d2nn6h1b.40.4.5      -             95 d2ja9a1b.40.4.5.aln  -             92   6.1e-06   22.4   0.0   1   1   1.7e-07     7e-06   22.2   0.0     2    54     1    56     1    76 0.87 -
d1u0la1b.40.4.5      -             66 d2ja9a1b.40.4.5.aln  -             92   0.00012   18.2   0.1   1   1   2.9e-06   0.00012   18.2   0.1    15    69     3    50     1    66 0.79 -
d3i4oa_b.40.4.5      -             68 d2ja9a1b.40.4.5.aln  -             92   0.00028   17.0   0.1   1   1     9e-06   0.00037   16.7   0.1    15    62     5    51     2    68 0.83 -
d1e3pa2b.40.4.5      -             62 d2ja9a1b.40.4.5.aln  -             92    0.0021   14.3   0.1   1   1     5e-05    0.0021   14.3   0.1    19    76     5    60     1    62 0.71 -
d1y14b1b.40.4.5      -             91 d2ja9a1b.40.4.5.aln  -             92    0.0024   14.1   0.7   1   1   0.00041     0.017   11.4   0.7     3    90     2    87     1    89 0.83 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels95/d2ja9a1b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels95/d2ja9a1b.40.4.5.out -E 1 hmmModels95/d2ja9a1b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /users/nfs/Etu7/3801677/SBAS/TME8
# Date:            Tue Apr  4 15:54:29 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d3do6a_c.37.1.0      -            543 d2jaqa_c.37.1.0.aln  -            378  2.9e-211  696.9   3.4   1   1  2.1e-213  4.1e-211  696.4   3.4     1   378   119   519   119   519 1.00 -
d3akea_c.37.1.0      -            208 d2jaqa_c.37.1.0.aln  -            378   2.6e-16   55.2   0.0   1   1   1.4e-18   2.8e-16   55.1   0.0   123   340     2   207     1   208 0.96 -
d2qora_c.37.1.0      -            196 d2jaqa_c.37.1.0.aln  -            378   5.3e-14   47.6   0.0   1   1   3.1e-16     6e-14   47.4   0.0   121   292     2   163     1   184 0.90 -
