#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2vnud2b.40.4.5      -             88 d2uubl1b.40.4.5.aln  -             91     9e-06   21.6   0.5   1   1   4.4e-07     1e-05   21.4   0.5     3    87     5    84     3    87 0.94 -
d2ix0a1b.40.4.5      -             90 d2uubl1b.40.4.5.aln  -             91     1e-05   21.4   0.0   1   1   4.6e-07   1.1e-05   21.3   0.0     3    90     3    89     1    90 0.96 -
d1a62a2b.40.4.5      -             78 d2uubl1b.40.4.5.aln  -             91   1.5e-05   20.9   0.0   1   1   6.5e-07   1.6e-05   20.8   0.0    11    87     4    75     1    78 0.93 -
d3i4oa_b.40.4.5      -             68 d2uubl1b.40.4.5.aln  -             91   2.1e-05   20.4   0.1   1   1     9e-07   2.2e-05   20.4   0.1     9    80     4    67     1    68 0.93 -
d1bkba2b.40.4.5      -             65 d2uubl1b.40.4.5.aln  -             91   3.7e-05   19.6   0.2   1   1   1.6e-06   3.8e-05   19.6   0.2    10    77     2    64     1    65 0.91 -
d1khia2b.40.4.5      -             71 d2uubl1b.40.4.5.aln  -             91     7e-05   18.7   0.2   1   1   3.1e-06   7.3e-05   18.7   0.2     3    73     2    70     1    71 0.90 -
d2ix0a2b.40.4.5      -             79 d2uubl1b.40.4.5.aln  -             91   0.00041   16.3   0.0   1   1   1.8e-05   0.00044   16.2   0.0     9    80     7    75     1    78 0.87 -
d1x6oa2b.40.4.5      -             79 d2uubl1b.40.4.5.aln  -             91   0.00082   15.3   0.0   1   1   3.4e-05   0.00082   15.3   0.0     8    77     4    73     1    79 0.86 -
d1t9ha1b.40.4.5      -             67 d2uubl1b.40.4.5.aln  -             91    0.0016   14.4   0.2   1   1   7.1e-05    0.0017   14.3   0.2    11    71     2    57     1    66 0.91 -
d1ueba2b.40.4.5      -             63 d2uubl1b.40.4.5.aln  -             91    0.0022   13.9   0.0   1   1   9.5e-05    0.0023   13.9   0.0    10    70     2    60     1    63 0.94 -
d1c9oa_b.40.4.5      -             66 d2uubl1b.40.4.5.aln  -             91    0.0039   13.1   0.1   1   1   0.00018    0.0043   13.0   0.1    10    77     3    62     1    66 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d2uubl1b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d2uubl1b.40.4.5.out -E 1 hmmModels30/d2uubl1b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:56 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1d7qa_b.40.4.5      -            143 d2uubq1b.40.4.5.aln  -             91   5.6e-33  108.4   1.0   1   2   2.4e-34   5.6e-33  108.4   1.0     1    91     2   104     2   104 0.99 -
d1d7qa_b.40.4.5      -            143 d2uubq1b.40.4.5.aln  -             91   5.6e-33  108.4   1.0   2   2       6.7   1.6e+02   -1.9   0.2    55    77   118   140   109   141 0.72 -
d2vnud3b.40.4.5      -            148 d2uubq1b.40.4.5.aln  -             91   8.2e-29   95.0   0.1   1   1   4.3e-30     1e-28   94.8   0.1     2    91    16   122    15   122 0.98 -
d2nn6i1b.40.4.5      -            125 d2uubq1b.40.4.5.aln  -             91   7.8e-24   79.1   0.1   1   1   3.8e-25   8.9e-24   78.9   0.1     1    90     1    95     1    96 0.97 -
d1wi5a_b.40.4.5      -            119 d2uubq1b.40.4.5.aln  -             91   5.1e-22   73.3   0.0   1   1   2.6e-23     6e-22   73.0   0.0     3    91    17   102    15   102 0.96 -
d3bzka4b.40.4.5      -             94 d2uubq1b.40.4.5.aln  -             91   3.9e-18   60.9   0.7   1   1     2e-19   4.5e-18   60.6   0.7     2    80    13    86    12    91 0.95 -
d1jt8a_b.40.4.5      -            102 d2uubq1b.40.4.5.aln  -             91   4.2e-16   54.3   0.2   1   1     2e-17   4.6e-16   54.2   0.2     4    90     5    92     2    93 0.96 -
d1go3e1b.40.4.5      -            106 d2uubq1b.40.4.5.aln  -             91   3.4e-15   51.5   0.3   1   1   1.7e-16   3.9e-15   51.2   0.3     5    90     1    91     1    92 0.97 -
d2uubl1b.40.4.5      -            118 d2uubq1b.40.4.5.aln  -             91   2.8e-14   48.5   0.4   1   1   1.6e-15   3.7e-14   48.1   0.4     4    90     2    89     1    90 0.96 -
d1smxa_b.40.4.5      -             87 d2uubq1b.40.4.5.aln  -             91   8.5e-12   40.6   0.0   1   1   4.1e-13   9.5e-12   40.4   0.0    10    87     5    86     2    87 0.94 -
d1kl9a2b.40.4.5      -             86 d2uubq1b.40.4.5.aln  -             91   1.5e-11   39.7   1.3   1   1   7.3e-13   1.7e-11   39.6   1.3     2    82     8    85     7    86 0.96 -
d2nn6h1b.40.4.5      -             95 d2uubq1b.40.4.5.aln  -             91   2.2e-11   39.2   0.0   1   1   1.1e-12   2.6e-11   39.0   0.0     2    82     3    88     2    93 0.95 -
d2ja9a1b.40.4.5      -             90 d2uubq1b.40.4.5.aln  -             91   9.3e-11   37.2   0.0   1   1   4.3e-12     1e-10   37.1   0.0     1    89     1    84     1    86 0.94 -
d1y14b1b.40.4.5      -             91 d2uubq1b.40.4.5.aln  -             91     1e-10   37.1   0.0   1   1   4.9e-12   1.1e-10   37.0   0.0     6    86     2    86     1    90 0.94 -
d1jjga_b.40.4.5      -            102 d2uubq1b.40.4.5.aln  -             91   1.1e-10   37.0   0.4   1   1   5.4e-12   1.2e-10   36.8   0.4     4    90     7    92     4    93 0.95 -
d1luza_b.40.4.5      -             85 d2uubq1b.40.4.5.aln  -             91   1.2e-10   36.9   0.2   1   1   5.5e-12   1.3e-10   36.8   0.2     3    87     4    84     2    85 0.95 -
d2je6i1b.40.4.5      -             87 d2uubq1b.40.4.5.aln  -             91   4.5e-10   35.0   0.7   1   1   2.1e-11   4.9e-10   34.9   0.7     1    88     1    86     1    87 0.94 -
d2ix0a1b.40.4.5      -             90 d2uubq1b.40.4.5.aln  -             91   3.9e-09   32.0   0.0   1   1   1.8e-10   4.2e-09   31.9   0.0     9    89     2    86     1    88 0.95 -
d1e3pa2b.40.4.5      -             62 d2uubq1b.40.4.5.aln  -             91   6.4e-09   31.4   0.2   1   1     3e-10     7e-09   31.2   0.2    13    72     1    59     1    62 0.93 -
d2vnud2b.40.4.5      -             88 d2uubq1b.40.4.5.aln  -             91   2.6e-08   29.4   0.5   1   1   1.2e-09   2.9e-08   29.2   0.5     2    78     6    84     5    87 0.96 -
d1wfqa_b.40.4.5      -             89 d2uubq1b.40.4.5.aln  -             91   2.3e-07   26.3   0.0   1   1     1e-08   2.4e-07   26.3   0.0     8    88     7    87     1    89 0.91 -
d3i4oa_b.40.4.5      -             68 d2uubq1b.40.4.5.aln  -             91   7.2e-07   24.8   0.1   1   1   3.2e-08   7.5e-07   24.7   0.1     9    81     4    67     1    68 0.94 -
d2ix0a3b.40.4.5      -             87 d2uubq1b.40.4.5.aln  -             91   1.3e-06   23.9   0.0   1   1   6.5e-08   1.5e-06   23.8   0.0     6    87     2    84     1    87 0.93 -
d1t9ha1b.40.4.5      -             67 d2uubq1b.40.4.5.aln  -             91   3.9e-06   22.4   0.2   1   1   1.8e-07   4.2e-06   22.3   0.2    11    73     2    58     1    66 0.91 -
d1u0la1b.40.4.5      -             66 d2uubq1b.40.4.5.aln  -             91   7.9e-06   21.5   0.3   1   1   3.6e-07   8.3e-06   21.4   0.3    10    78     2    62     1    66 0.90 -
d2asba1b.40.4.5      -             76 d2uubq1b.40.4.5.aln  -             91   3.8e-05   19.3   0.1   1   1   2.4e-06   5.5e-05   18.8   0.1     8    82     5    75     2    76 0.80 -
d1hh2p1b.40.4.5      -             72 d2uubq1b.40.4.5.aln  -             91   4.1e-05   19.2   0.2   1   1   1.9e-06   4.3e-05   19.1   0.2    12    78     8    67     2    72 0.78 -
d2ix0a2b.40.4.5      -             79 d2uubq1b.40.4.5.aln  -             91   0.00011   17.8   0.0   1   1   5.5e-06   0.00013   17.6   0.0    15    81    13    75     3    78 0.88 -
d1bkba2b.40.4.5      -             65 d2uubq1b.40.4.5.aln  -             91   0.00016   17.3   0.1   1   1   6.9e-06   0.00016   17.3   0.1    16    78     8    64     1    65 0.90 -
d1c9oa_b.40.4.5      -             66 d2uubq1b.40.4.5.aln  -             91   0.00016   17.2   0.1   1   1   7.2e-06   0.00017   17.2   0.1     9    75     2    59     1    66 0.89 -
d1a62a2b.40.4.5      -             78 d2uubq1b.40.4.5.aln  -             91   0.00018   17.1   0.0   1   1   8.6e-06    0.0002   17.0   0.0    30    83     3    70     1    76 0.75 -
d2vnud1b.40.4.5      -             95 d2uubq1b.40.4.5.aln  -             91    0.0002   16.9   0.0   1   1     9e-06   0.00021   16.9   0.0     9    88    10    94     2    95 0.92 -
d1khia2b.40.4.5      -             71 d2uubq1b.40.4.5.aln  -             91   0.00037   16.1   0.1   1   1   1.9e-05   0.00043   15.9   0.1     3    71     2    67     1    71 0.92 -
d1x6oa2b.40.4.5      -             79 d2uubq1b.40.4.5.aln  -             91    0.0013   14.3   0.0   1   1   5.8e-05    0.0013   14.3   0.0    37    79    33    74     2    79 0.74 -
d1ueba2b.40.4.5      -             63 d2uubq1b.40.4.5.aln  -             91    0.0039   12.8   0.0   1   1   0.00017    0.0039   12.8   0.0     9    71     4    60     1    63 0.87 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d2uubq1b.40.4.5.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d2uubq1b.40.4.5.out -E 1 hmmModels30/d2uubq1b.40.4.5.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:56 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1s8na_c.23.1.1      -            190 d2v0na2c.23.1.1.aln  -            125     2e-57  188.0   0.2   1   1   5.7e-59   2.8e-57  187.6   0.2     2   125     2   124     1   124 0.99 -
d1k66a_c.23.1.1      -            149 d2v0na2c.23.1.1.aln  -            125   4.5e-42  138.5   0.0   1   1     1e-43     5e-42  138.3   0.0     2   124     5   140     4   141 0.98 -
d1dz3a_c.23.1.1      -            123 d2v0na2c.23.1.1.aln  -            125   3.5e-41  135.6   0.0   1   1   7.7e-43   3.8e-41  135.5   0.0     4   122     2   122     1   123 0.98 -
d2r25b_c.23.1.1      -            133 d2v0na2c.23.1.1.aln  -            125   4.5e-40  132.0   0.1   1   1     1e-41     5e-40  131.8   0.1     3   124     2   129     1   130 0.97 -
d1mb3a_c.23.1.1      -            123 d2v0na2c.23.1.1.aln  -            125   1.1e-39  130.7   0.1   1   1   2.4e-41   1.2e-39  130.6   0.1     4   123     2   122     1   123 0.98 -
d1jbea_c.23.1.1      -            128 d2v0na2c.23.1.1.aln  -            125   9.7e-39  127.7   0.0   1   1   2.2e-40   1.1e-38  127.5   0.0     2   123     3   126     2   128 0.97 -
d1kgsa2c.23.1.1      -            122 d2v0na2c.23.1.1.aln  -            125   3.1e-38  126.0   0.1   1   1   6.9e-40   3.4e-38  125.9   0.1     3   124     1   121     1   122 0.96 -
d1dbwa_c.23.1.1      -            123 d2v0na2c.23.1.1.aln  -            125   2.6e-32  106.9   0.2   1   1   5.7e-34   2.8e-32  106.8   0.2     2   123     2   122     1   123 0.97 -
d3cfya_c.23.1.0      -            130 d2v0na2c.23.1.1.aln  -            125   1.4e-27   91.7   0.1   1   1   3.6e-29   1.8e-27   91.3   0.1     5   122     4   120     2   122 0.97 -
d2b4aa1c.23.1.1      -            118 d2v0na2c.23.1.1.aln  -            125   8.6e-27   89.1   0.0   1   1   1.9e-28   9.4e-27   88.9   0.0     2   120     1   116     1   118 0.93 -
d3heba_c.23.1.0      -            142 d2v0na2c.23.1.1.aln  -            125   3.2e-22   74.3   0.0   1   1     8e-24     4e-22   74.0   0.0     5   119     2   128     1   132 0.92 -
d3khta_c.23.1.0      -            132 d2v0na2c.23.1.1.aln  -            125   7.1e-20   66.7   0.0   1   1   1.5e-21   7.6e-20   66.6   0.0     4   105     2   106     1   126 0.91 -
d3eqza_c.23.1.0      -            124 d2v0na2c.23.1.1.aln  -            125   4.3e-13   44.8   0.0   1   1   1.1e-14   5.3e-13   44.5   0.0     5    85     3    81     1   124 0.75 -
d2v0na2c.23.1.1      -            153 d2v0na2c.23.1.1.aln  -            125     5e-11   38.1   0.0   1   1   1.4e-12   7.1e-11   37.6   0.0     5   123    15   132    13   134 0.90 -
d3ktoa_c.23.1.0      -            122 d2v0na2c.23.1.1.aln  -            125   3.4e-09   32.2   0.3   1   1   8.8e-11   4.4e-09   31.9   0.3     7   121     4   119     2   122 0.74 -
d2plna_c.23.1.0      -            118 d2v0na2c.23.1.1.aln  -            125   1.3e-07   27.0   0.1   1   1   3.8e-09   1.9e-07   26.6   0.1     4   118     5   115     3   118 0.76 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d2v0na2c.23.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d2v0na2c.23.1.1.out -E 1 hmmModels30/d2v0na2c.23.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:56 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d3h93a_c.47.1.0      -            192 d2v1ma_c.47.1.0.aln  -            147   4.8e-63  207.2   0.1   1   1   7.1e-65   5.6e-63  206.9   0.1     1   147    39   185    39   185 1.00 -
d3c7ma_c.47.1.0      -            195 d2v1ma_c.47.1.0.aln  -            147     4e-61  200.9   2.8   1   1   6.1e-63   4.8e-61  200.7   2.8     1   147    46   195    46   195 0.99 -
d3feua_c.47.1.0      -            183 d2v1ma_c.47.1.0.aln  -            147   2.8e-57  188.4   0.1   1   1   4.2e-59   3.3e-57  188.2   0.1     1   147    34   183    34   183 1.00 -
d2xhfa_c.47.1.0      -            156 d2v1ma_c.47.1.0.aln  -            147   7.5e-46  151.4   0.0   1   1     1e-47   8.3e-46  151.2   0.0     2   146     4   151     3   152 0.98 -
d3h79a_c.47.1.0      -            115 d2v1ma_c.47.1.0.aln  -            147   3.6e-27   90.8   0.0   1   1     5e-29   3.9e-27   90.7   0.0    36   147     2   113     1   113 0.98 -
d3gnja_c.47.1.0      -            111 d2v1ma_c.47.1.0.aln  -            147   9.7e-25   82.9   0.2   1   1   1.3e-26   1.1e-24   82.8   0.2    35   147     2   111     1   111 0.98 -
d2wcia_c.47.1.0      -            113 d2v1ma_c.47.1.0.aln  -            147   6.2e-24   80.3   0.0   1   1   8.5e-26   6.7e-24   80.2   0.0    32   146     2   110     1   111 0.98 -
d3fz4a_c.47.1.0      -            119 d2v1ma_c.47.1.0.aln  -            147   2.5e-23   78.3   0.0   1   1   3.5e-25   2.8e-23   78.2   0.0    29   146     2   119     1   119 0.98 -
d2hzfa_c.47.1.0      -            110 d2v1ma_c.47.1.0.aln  -            147   4.1e-23   77.6   0.0   1   1   5.6e-25   4.4e-23   77.5   0.0    30   142     1   108     1   110 0.97 -
d3qmxa_c.47.1.0      -             99 d2v1ma_c.47.1.0.aln  -            147   1.2e-20   69.6   0.0   1   1   1.7e-22   1.3e-20   69.5   0.0    30   137     1    98     1    99 0.97 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d2v1ma_c.47.1.0.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d2v1ma_c.47.1.0.out -E 1 hmmModels30/d2v1ma_c.47.1.0.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:56 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2bg1a1e.3.1.1       -            453 d2v2ff_e.3.1.1.aln   -            353  2.9e-151  499.0  16.2   1   1  7.6e-153  3.5e-151  498.7  16.2     1   353    60   427    60   427 1.00 -
d1ci9a_e.3.1.1       -            377 d2v2ff_e.3.1.1.aln   -            353  2.6e-108  357.7   0.0   1   1  6.3e-110  2.9e-108  357.5   0.0     2   353     2   375     1   375 0.99 -
d2olua2e.3.1.1       -            400 d2v2ff_e.3.1.1.aln   -            353  2.2e-101  334.9  15.4   1   1  5.5e-103  2.6e-101  334.7  15.4     1   350    42   400    42   400 1.00 -
d2dcfa1e.3.1.1       -            388 d2v2ff_e.3.1.1.aln   -            353   2.3e-88  292.1   0.0   1   1   5.6e-90   2.6e-88  291.9   0.0     2   352    26   378    25   379 0.99 -
d2hdsa_e.3.1.1       -            358 d2v2ff_e.3.1.1.aln   -            353     5e-87  287.7   0.9   1   1   1.2e-88   5.6e-87  287.5   0.9     2   352     2   357     1   358 0.99 -
d2drwa1e.3.1.1       -            362 d2v2ff_e.3.1.1.aln   -            353   8.8e-87  286.9   0.0   1   1   2.1e-88   9.8e-87  286.7   0.0     4   353     2   353     1   353 0.99 -
d1yqsa_e.3.1.1       -            345 d2v2ff_e.3.1.1.aln   -            353   1.2e-76  253.6   6.3   1   1   2.7e-78   1.3e-76  253.5   6.3     6   352     5   342     1   343 0.99 -
d1ei5a3e.3.1.1       -            333 d2v2ff_e.3.1.1.aln   -            353   1.7e-74  246.4   0.0   1   1   4.1e-76   1.9e-74  246.3   0.0     2   351     1   330     1   332 0.99 -
d1qmea4e.3.1.1       -            357 d2v2ff_e.3.1.1.aln   -            353   7.6e-74  244.3   5.6   1   1   1.8e-75   8.4e-74  244.2   5.6     3   352     2   356     1   357 0.99 -
d1vqqa3e.3.1.1       -            341 d2v2ff_e.3.1.1.aln   -            353   2.2e-70  232.9  10.4   1   1   5.4e-72   2.5e-70  232.8  10.4     1   344     6   340     6   341 0.99 -
d1tvfa2e.3.1.1       -            301 d2v2ff_e.3.1.1.aln   -            353   2.2e-64  213.2  15.4   1   1   5.2e-66   2.4e-64  213.1  15.4     2   320     2   300     1   301 0.99 -
d1e25a_e.3.1.1       -            278 d2v2ff_e.3.1.1.aln   -            353   3.5e-54  179.7   0.1   1   1   8.2e-56   3.8e-54  179.5   0.1    23   321     6   275     1   278 0.98 -
d1xp4a2e.3.1.1       -            269 d2v2ff_e.3.1.1.aln   -            353   3.6e-52  173.0   4.6   1   1   8.6e-54     4e-52  172.9   4.6    30   321     2   269     1   269 0.98 -
d1alqa_e.3.1.1       -            263 d2v2ff_e.3.1.1.aln   -            353   2.7e-50  166.9   4.2   1   1   6.5e-52     3e-50  166.7   4.2     2   280    23   262    22   263 0.98 -
d2p74a_e.3.1.1       -            263 d2v2ff_e.3.1.1.aln   -            353   1.3e-48  161.4   2.8   1   1     3e-50   1.4e-48  161.2   2.8    19   317     3   262     1   263 0.98 -
d1es5a_e.3.1.1       -            260 d2v2ff_e.3.1.1.aln   -            353   9.6e-48  158.5  12.9   1   1   2.3e-49   1.1e-47  158.3  12.9    31   319     4   259     1   260 0.96 -
d1xa1a_e.3.1.1       -            246 d2v2ff_e.3.1.1.aln   -            353   5.7e-38  126.3   6.0   1   1   1.5e-39   7.1e-38  126.0   6.0    14   321     2   245     1   246 0.98 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d2v2ff_e.3.1.1.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d2v2ff_e.3.1.1.out -E 1 hmmModels30/d2v2ff_e.3.1.1.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:56 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d1uuqa_c.1.8.3       -            410 d2v3ga_c.1.8.3.aln   -            363  5.5e-128  422.5  18.0   1   1  1.7e-129  6.2e-128  422.4  18.0     1   363     1   405     1   405 1.00 -
d1ur4a_c.1.8.3       -            387 d2v3ga_c.1.8.3.aln   -            363  1.3e-121  401.5  12.7   1   1  4.2e-123  1.5e-121  401.4  12.7     1   362     2   381     2   382 0.99 -
d3n9ka_c.1.8.3       -            394 d2v3ga_c.1.8.3.aln   -            363  1.2e-108  358.9  21.7   1   1  3.8e-110  1.4e-108  358.7  21.7     2   362    29   394    28   394 0.99 -
d1edga_c.1.8.3       -            380 d2v3ga_c.1.8.3.aln   -            363   2.8e-95  314.9  17.2   1   1   8.9e-97   3.2e-95  314.7  17.2     2   363    22   380    21   380 0.99 -
d1rh9a1c.1.8.3       -            370 d2v3ga_c.1.8.3.aln   -            363   2.1e-81  269.3  10.5   1   1   6.5e-83   2.3e-81  269.1  10.5     2   362     2   365     1   366 0.99 -
d1qw9a2c.1.8.3       -            367 d2v3ga_c.1.8.3.aln   -            363   2.4e-73  242.8   1.2   1   1   7.5e-75   2.7e-73  242.6   1.2     6   362     3   366     1   367 0.99 -
d1hjua_c.1.8.3       -            332 d2v3ga_c.1.8.3.aln   -            363   7.6e-73  241.1  15.9   1   1   2.3e-74   8.4e-73  241.0  15.9    14   361     4   331     1   332 0.98 -
d1ceoa_c.1.8.3       -            340 d2v3ga_c.1.8.3.aln   -            363     2e-68  226.6   1.2   1   1   6.2e-70   2.2e-68  226.4   1.2    11   361     2   338     1   340 0.99 -
d1ecea_c.1.8.3       -            358 d2v3ga_c.1.8.3.aln   -            363   2.3e-68  226.4  16.3   1   1   7.1e-70   2.6e-68  226.2  16.3     2   362     5   355     4   356 0.99 -
d1vjza_c.1.8.3       -            325 d2v3ga_c.1.8.3.aln   -            363   3.3e-67  222.6   0.1   1   1     1e-68   3.6e-67  222.4   0.1    19   360     3   321     1   324 0.98 -
d1qnra_c.1.8.3       -            344 d2v3ga_c.1.8.3.aln   -            363   1.4e-66  220.5  23.3   1   1   4.4e-68   1.6e-66  220.3  23.3     2   362     3   343     2   344 0.99 -
d1odza_c.1.8.3       -            381 d2v3ga_c.1.8.3.aln   -            363   7.4e-65  214.8  11.0   1   1   2.3e-66   8.2e-65  214.7  11.0     2   363     4   376     3   376 0.99 -
d2je8a5c.1.8.3       -            348 d2v3ga_c.1.8.3.aln   -            363   6.8e-63  208.4   5.4   1   1   2.1e-64   7.5e-63  208.2   5.4     4   360    11   347     8   348 0.98 -
d2nt0a2c.1.8.3       -            354 d2v3ga_c.1.8.3.aln   -            363   1.8e-59  197.1   0.0   1   1   5.7e-61     2e-59  196.9   0.0    11   361     2   351     1   353 0.99 -
d1h1na_c.1.8.3       -            305 d2v3ga_c.1.8.3.aln   -            363   3.7e-59  196.1  13.9   1   1   1.3e-60   4.6e-59  195.8  13.9    11   357     5   304     2   305 0.98 -
d1w91a2c.1.8.3       -            347 d2v3ga_c.1.8.3.aln   -            363   5.1e-59  195.6   0.0   1   1   1.6e-60   5.7e-59  195.5   0.0     2   363     7   343     6   343 0.99 -
d2vzsa5c.1.8.3       -            339 d2v3ga_c.1.8.3.aln   -            363   6.3e-58  192.0   1.8   1   1   1.9e-59   6.9e-58  191.9   1.8     3   359     6   338     4   339 0.98 -
d1bqca_c.1.8.3       -            302 d2v3ga_c.1.8.3.aln   -            363   6.9e-47  155.7   9.2   1   1   2.2e-48   7.7e-47  155.6   9.2     9   361     2   301     1   302 0.98 -
d1jz8a5c.1.8.3       -            292 d2v3ga_c.1.8.3.aln   -            363   1.2e-42  141.8   0.6   1   1   7.1e-44   2.5e-42  140.7   0.6     4   361     2   291     1   292 0.99 -
d7a3ha_c.1.8.3       -            300 d2v3ga_c.1.8.3.aln   -            363   1.7e-37  124.8  10.7   1   1   5.5e-39     2e-37  124.6  10.7     2   362     2   298     1   299 0.98 -
d1i1wa_c.1.8.3       -            303 d2v3ga_c.1.8.3.aln   -            363   1.6e-30  101.9   5.9   1   1   4.9e-32   1.8e-30  101.7   5.9     5   360     4   303     1   303 0.98 -
d1nofa2c.1.8.3       -            277 d2v3ga_c.1.8.3.aln   -            363   2.3e-29   98.0   4.0   1   1   7.4e-31   2.7e-29   97.9   4.0     9   361     2   276     1   277 0.99 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      hmmModels30/d2v3ga_c.1.8.3.hmm
# Target file:     scop/scopTestSeq.fasta
# Option settings: hmmsearch --domtblout hmmModels30/d2v3ga_c.1.8.3.out -E 1 hmmModels30/d2v3ga_c.1.8.3.hmm scop/scopTestSeq.fasta 
# Current dir:     /home/anastasia/SBAS/TME8
# Date:            Sat Apr  8 15:33:56 2023
# [ok]
#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
d2yzqa1d.37.1.1      -            156 d2v8qe2d.37.1.1.aln  -            137   2.9e-45  149.4   0.1   1   1   7.3e-47   3.2e-45  149.2   0.1     2   131     3   155     2   156 0.99 -
d1pvma4d.37.1.1      -            142 d2v8qe2d.37.1.1.aln  -            137   4.3e-45  148.8   0.5   1   1   1.1e-46   4.8e-45  148.6   0.5     1   135     1   129     1   131 0.98 -
d2j9la1d.37.1.1      -            169 d2v8qe2d.37.1.1.aln  -            137   3.6e-39  129.6   0.2   1   1   9.1e-41     4e-39  129.4   0.2     2   136     5   160     4   161 0.98 -
d2yzia1d.37.1.1      -            132 d2v8qe2d.37.1.1.aln  -            137   1.1e-37  124.8   0.8   1   1   2.7e-39   1.2e-37  124.7   0.8     1   136     3   130     3   131 0.96 -
